source1_entity_id	candidate_entity_ids
S1-638785454	S2-777367118,S3-391272133,S2-260686291,S2-191045664,S2-643634483,S3-563929687,S3-924303863,S3-197632455,S2-590774517,S3-68170937,S3-873256809,S2-467948188,S2-889578554,S2-215182600,S2-426824642
S1-455885431	S3-560065857,S2-537997029,S3-309754919,S3-106282662,S2-434575880,S3-445353252,S3-519430671,S2-590829133,S2-708515809,S2-961093381,S3-75465587,S2-973292523,S2-922880280,S2-69559356,S2-342386355
S1-312194988	S3-750144335,S3-342701185,S2-211658593,S2-773180947,S2-260686291,S2-258085782,S2-595446667,S2-87739972,S3-739100742,S3-301024107,S2-840538759,S2-794530374,S3-932336301,S2-752654978,S3-363774696
S1-745218864	S2-484700872,S3-437158071,S2-366350374,S3-721676529,S2-139574427,S3-191193147,S3-920959323,S2-133763910,S2-877647740,S3-594986512,S3-475344171,S3-830717300,S2-906898057,S3-287055298,S2-22700931
S1-576426786	S2-780162153,S2-699134996,S3-790626431,S3-1234189,S3-806824347,S2-49461175,S3-130382649,S2-176512196,S3-945755610,S2-298598465,S3-641560586,S2-645732067,S2-200472231,S2-715418044,S3-668807633
S1-298951977	S2-339884517,S3-976237098,S2-198315960,S2-332541981,S2-662221399,S2-833900025,S2-197514971,S3-548530757,S3-176852087,S3-252752998,S2-156874802,S2-287872643,S2-647040826,S3-239310144,S3-572598570
S1-380060263	S2-182677596,S2-466263961,S2-315918323,S2-549110351,S2-495912184,S2-321133590,S3-325851644,S2-899616853,S2-398460096,S2-372789171,S2-306238454,S2-640747746,S2-679717420,S2-675348100,S2-205034666
S1-603442937	S2-462926227,S2-211359524,S2-568874744,S2-908457811,S2-268504009,S3-654683968,S2-50586341,S2-234531116,S2-889578554,S2-731215113,S2-1068035,S2-965399023,S3-479249803,S2-941411557,S3-969145106
S1-795245610	S2-849565658,S3-245312159,S2-963300188,S2-854959253,S3-232385827,S2-962522174,S2-185405451,S2-596751909,S2-183176697,S3-114350819,S3-769019341,S2-699301561,S2-683120884,S2-666342792,S2-749642407
S1-873852360	S3-57554529,S2-508602797,S2-426144370,S2-998532634,S3-385665030,S2-790425886,S3-511647418,S3-811952583,S2-690767550,S2-640747746,S3-595577021,S3-229690438,S2-622064104,S2-902193564,S2-615967906
S1-144718195	S2-31633295,S2-373678906,S2-19299067,S2-399971243,S2-26126776,S3-473202434,S3-933712482,S2-884135049,S2-869901829,S3-519606520,S3-46152992,S2-890463640,S2-294062437,S2-51424319,S2-374521955
S1-518394026	S2-325489877,S2-672381387,S3-241772409,S3-109998314,S3-789353877,S2-885381494,S3-126982322,S3-120935082,S3-301719470,S3-951606626,S3-818730870,S3-665925749,S3-619780262,S2-414238106,S2-712486191
S1-703428973	S3-867082952,S2-392482719,S2-723828175,S3-551446790,S3-221726996,S3-436388131,S3-39803997,S3-342999845,S3-849395680,S3-69837746,S2-908777030,S3-323127877,S2-813957984,S2-479278257,S2-690151442
S1-478051664	S2-301746313,S2-491950020,S3-56213697,S3-944187096,S3-74673927,S2-718826006,S2-271555689,S2-228710851,S3-521135202,S3-191188895,S3-372653922,S3-801833142,S3-838486566,S3-174724189,S2-27257748
S1-95925372	S2-438085957,S3-732207078,S3-781754949,S2-27148087,S3-111406795,S2-352575092,S2-17860697,S3-325213007,S2-911982345,S3-803092797,S2-143614907,S2-203311042,S3-213286015,S3-825243616,S3-965498705
S1-436247714	S3-720605374,S2-975334742,S2-445637459,S3-14801142,S3-837215006,S2-404431253,S3-984368607,S2-680155243,S2-290615647,S2-34892868,S3-823972833,S2-872690777,S3-512336424,S3-503631858,S2-213208828
S1-993604636	S2-369512941,S3-573811728,S2-560059953,S3-170291721,S2-409726115,S2-950381919,S2-644290298,S2-674315309,S2-49714549,S2-598068208,S2-709626608,S3-4185616,S2-84094385,S3-950356726,S2-72897582
S1-515624637	S2-31271558,S2-92854944,S3-76997783,S3-40456001,S2-854676522,S3-785016091,S2-878768582,S3-787361741,S3-358982885,S2-206775978,S3-425183763,S3-105959407,S2-105086356,S2-676815762,S2-610308265
S1-295377582	S2-954942261,S2-114171211,S2-600115417,S2-345516678,S2-526412482,S3-740193994,S3-38043078,S2-969898742,S2-58406671,S3-678683280,S2-285260582,S3-636358389,S2-148435905,S3-216530787,S2-787337411
S1-616628716	S2-557412981,S2-539779970,S3-353822171,S2-146349824,S3-567033539,S2-682660453,S2-160208970,S2-503750580,S2-495721928,S2-890218607,S3-886815845,S3-828072436,S2-54238568,S3-102847807,S2-401293041
S1-187058094	S2-628783277,S2-309042378,S2-57790674,S2-849436272,S2-508328321,S2-99879738,S2-932843757,S2-255666022,S2-704449115,S3-16906411,S3-753125827,S2-896696403,S2-933864043,S2-628335210,S2-122744511
S1-557975484	S2-444302931,S2-180758715,S2-181056636,S2-982495206,S3-728602891,S3-496394605,S3-604855185,S3-529889082,S3-545508089,S3-869187772,S3-19516150,S2-394554163,S3-4309704,S2-809896880,S2-290655819
S1-487154804	S2-80378413,S2-226551251,S2-481306942,S2-174609481,S2-1986290,S2-76243565,S2-216434283,S2-30769224,S2-633677238,S2-388362035,S3-663208246,S2-617626301,S2-624920895,S3-356790383,S2-895791781
S1-536638885	S3-18259864,S3-78827696,S3-279776999,S2-707195845,S2-539943184,S2-401293041,S2-74877522,S2-258904656,S3-75068235,S2-166376419,S2-70247599,S2-216233158,S3-959034257,S3-169505996,S3-618421763
S1-511863452	S3-602996797,S2-304562241,S2-866650875,S2-69869857,S2-92868774,S3-270062152,S2-122570602,S2-457500956,S2-145521404,S3-929472406,S3-958000113,S3-697931116,S3-656204670,S2-574914445,S3-604393808
S1-956446110	S2-606610295,S2-116748146,S2-874488020,S3-176880631,S2-369458829,S2-92959536,S3-379265170,S2-7495917,S2-455830760,S3-642473422,S3-478524206,S2-475170125,S2-773705845,S2-277444929,S3-567033539
S1-889448973	S2-126113089,S2-549110351,S2-321133590,S2-637304807,S2-368478519,S2-182677596,S3-263247365,S2-927844008,S3-589614096,S2-998440718,S2-314926539,S2-85446560,S2-913038433,S3-239319774,S2-640747746
S1-925403791	S2-758355577,S2-491950020,S2-653287190,S2-156580490,S2-633146423,S2-849580158,S3-294574940,S2-72260125,S3-692992019,S3-46705563,S2-263273654,S3-93856476,S3-155250910,S3-759766866,S3-995643034
S1-234200441	S2-569625167,S2-323747399,S3-200673596,S2-540216733,S2-296670248,S2-762793223,S2-194307610,S2-638319392,S3-375659625,S3-891691813,S3-850261723,S2-321975134,S3-725047835,S3-833085447,S3-742928330
S1-354705482	S2-31271558,S2-92854944,S3-76997783,S3-40456001,S3-249319737,S2-777785870,S2-321660864,S3-425183763,S3-513552561,S2-849686830,S3-967450305,S3-28762331,S2-745714890,S3-11638243,S2-877617898
S1-37630161	S3-504445568,S3-379786316,S3-876335138,S3-113599531,S3-65017565,S3-323550763,S3-849395680,S3-289566539,S3-39511634,S3-488099301,S2-928003558,S2-564306170,S3-790184255,S2-893692125,S3-376084038
S1-763611874	S2-635511596,S2-891406198,S3-923239271,S3-39960148,S3-743366290,S3-577079257,S2-47749434,S3-267846418,S3-357241784,S2-465837411,S2-996064384,S2-330823411,S2-299258785,S3-512394838,S3-339013298
S1-285739773	S2-661036235,S2-404377649,S3-563020846,S2-194920922,S3-875113549,S2-224980295,S3-509506075,S2-411547279,S2-352464995,S2-432337497,S2-847335213,S3-596591078,S2-293065883,S2-431255095,S3-134831206
S1-119279828	S3-877187347,S2-714768922,S2-785643946,S3-631948468,S3-759766866,S3-51385561,S3-747829354,S2-793779186,S3-203974335,S3-75314223,S2-772458801,S2-987231071,S2-848687795,S3-244694796,S3-108731776
S1-432139268	S2-301634447,S3-984516422,S2-190462665,S2-232413629,S3-619615615,S2-189226576,S2-697994853,S3-182710057,S3-576229408,S2-891950002,S2-303635913,S2-52135149,S2-440298624,S2-770769195,S3-960117744
S1-580205927	S2-180758715,S2-752654978,S2-516882643,S2-394554163,S2-946589159,S2-816989315,S2-331117949,S3-927217020,S3-589621314,S2-444302931,S3-19516150,S2-519557968,S2-353393611,S2-10371526,S3-71256569
S1-119171444	S2-574940993,S2-968147520,S2-368206306,S3-740573956,S2-829419054,S2-984417999,S3-726229887,S2-891406198,S3-422144288,S2-564839940,S3-849395680,S3-962071780,S3-341961330,S3-507758386,S3-207373609
S1-584177675	S2-344754892,S3-924461236,S2-688907717,S2-812894315,S2-620754855,S2-600115417,S2-242582700,S2-358052714,S3-860687419,S2-58406671,S3-454085095,S2-331142396,S2-60332086,S2-71510174,S2-345516678
S1-761930510	S3-226781781,S2-864913262,S2-519903945,S2-78644395,S2-454519384,S3-918416863,S3-114350819,S3-160217003,S3-571312550,S3-290581954,S2-465837411,S3-713456368,S3-158827078,S3-558795526,S3-512394838
S1-197922151	S3-452899779,S2-163963287,S2-390167188,S2-625899005,S3-228659936,S3-410094210,S3-421869378,S2-520104827,S3-470786539,S3-480828286,S3-138975992,S3-124977471,S2-298712121,S3-96513872,S2-613204180
S1-256602729	S2-684635925,S2-154655572,S3-671887696,S2-999759387,S3-783690404,S2-182677596,S2-124970234,S3-780118815,S2-317374397,S2-549110351,S3-501021663,S3-286045676,S3-870774686,S2-321133590,S2-85446560
S1-274090278	S2-290655819,S3-123296920,S3-441188460,S2-625988543,S2-921467017,S2-840004711,S2-293759502,S3-627028990,S2-153235761,S2-725764342,S2-867219610,S2-116895353,S2-320320411,S2-615909795,S3-485162371
S1-312481466	S3-768672422,S3-357359446,S3-870611545,S2-888560146,S3-132011564,S2-232105388,S3-786663607,S2-580420578,S2-290289962,S2-977215798,S2-512947690,S3-742338332,S2-779405377,S2-446844245,S2-793779186
S1-906079981	S3-123030748,S3-805347792,S3-554168475,S2-703470633,S2-713235203,S3-302591797,S2-539943184,S2-165457766,S2-327032624,S2-580965134,S3-891901989,S3-651279166,S3-169505996,S3-874715964,S2-707472784
S1-193918319	S2-754237423,S2-253120022,S3-239795702,S2-374521955,S3-325714013,S3-423123488,S3-738312673,S3-342999845,S3-125572762,S3-835646844,S3-553151404,S2-176512196,S3-72624380,S3-139662055,S2-531426283
S1-928870866	S2-131488214,S2-616836723,S3-975113880,S3-748716759,S2-981916482,S3-502284903,S2-590757045,S2-977033809,S2-658037794,S2-769808418,S3-847369810,S2-903479853,S2-446585847,S3-23257883,S3-356790383
S1-613445780	S3-18259864,S3-209163794,S2-388290719,S2-160811222,S3-827946228,S3-279776999,S3-665744184,S2-580965134,S3-302591797,S3-78827696,S2-401293041,S3-783632803,S3-276376723,S3-977086194,S2-544897503
S1-461369552	S2-582932642,S2-744973568,S2-657247851,S2-944772275,S3-342148710,S2-177348709,S2-674589163,S2-131872909,S2-389134643,S2-215365689,S3-203193589,S2-623626120,S3-368351700,S3-427189916,S2-707178891
S1-38402575	S3-886031599,S2-177918546,S2-690767550,S3-856590607,S2-213874601,S2-223493773,S2-655804813,S2-998532634,S2-800694119,S3-149357904,S3-595577021,S2-902193564,S2-790425886,S2-163588551,S2-888030033
S1-37338275	S3-385665030,S2-861414287,S3-300764673,S2-998532634,S3-308631150,S3-753922842,S2-566676508,S2-449617627,S3-229690438,S2-615464322,S2-35021649,S3-710073562,S2-937887502,S3-393113017,S2-8304739
S1-543127091	S3-273926080,S3-683806905,S3-51362987,S3-142685711,S2-353872072,S3-232385827,S3-764089525,S3-146537302,S2-676382349,S3-339013298,S2-786687739,S3-590594753,S3-604949862,S3-257382564,S2-107888981
S1-340996011	S2-345172295,S2-988075850,S2-975285928,S2-231158333,S3-775058013,S3-310201622,S2-297152417,S3-287103517,S2-64510343,S2-314146870,S3-87159697,S3-783135164,S3-219641637,S2-784569977,S2-166376419
S1-606725408	S2-784569977,S2-708389947,S2-64510343,S3-533981091,S2-977609843,S2-147321898,S3-784986936,S3-891901989,S3-565528166,S2-903960790,S2-95883726,S3-883806983,S3-110630740,S3-579902553,S3-276376723
S1-945115789	S2-459481005,S2-8304739,S2-998532634,S3-634677115,S2-460653265,S2-155159431,S2-127778636,S2-664751713,S2-998440718,S2-692022593,S2-983747005,S2-902193564,S2-155681006,S2-449617627,S2-33704655
S1-639012333	S2-201039176,S3-452899779,S3-421869378,S2-163963287,S3-228659936,S2-93682954,S2-442689738,S2-625899005,S2-998885968,S3-410094210,S3-342148710,S2-441341822,S3-480828286,S2-520104827,S3-811855637
S1-473235417	S2-1505887,S3-1234189,S2-863755882,S2-997592409,S2-494905313,S2-760507152,S2-558505389,S2-765287336,S3-740573956,S3-157670138,S2-716107739,S2-406854790,S3-420492376,S3-594601084,S2-94382779
S1-930984906	S3-867745530,S2-956102275,S3-110630740,S2-669804692,S2-747122768,S3-891901989,S2-11984599,S2-164651728,S2-822625199,S2-703470633,S2-169316016,S3-117874334,S2-91908767,S3-302591797,S2-155585305
S1-862093695	S3-452899779,S2-163963287,S3-480828286,S3-421869378,S2-625899005,S3-410094210,S3-228659936,S2-520104827,S2-498279964,S3-360153786,S2-991532073,S3-702072253,S2-445149265,S2-995499973,S3-459298427
S1-749000475	S2-274227325,S2-247593592,S2-982439832,S3-253549688,S2-243782054,S2-620156938,S3-594986512,S2-789511558,S2-475793028,S2-637238651,S2-215182600,S2-601262506,S3-212001088,S3-847410483,S2-643744129
S1-369632481	S3-525304387,S2-259858270,S2-710971383,S2-908965487,S3-306897876,S3-418483324,S3-656744829,S3-345330772,S3-284065542,S3-107035999,S2-617594647,S2-656948848,S2-153046971,S2-438397589,S3-663866449
S1-430604402	S2-644504484,S3-769019341,S3-526917396,S2-53273621,S3-546615245,S3-145119058,S2-18419358,S2-795809304,S2-103972023,S2-690798862,S3-868397091,S2-536098194,S2-232342145,S3-353553463,S2-630651352
S1-538780979	S3-497886931,S2-859393404,S3-33842912,S2-250598875,S2-998532634,S3-841369062,S2-395800668,S2-569860965,S3-955504995,S2-937887502,S2-615464322,S2-12779077,S2-672381387,S3-738864801,S2-8304739
S1-416469670	S3-210746528,S2-146369582,S3-273063032,S3-306820606,S3-752031433,S2-588597341,S3-461399466,S3-628688953,S2-166376419,S3-805347792,S3-302591797,S3-554168475,S2-713235203,S2-703470633,S2-165457766
S1-351025388	S2-374773640,S2-939131514,S2-162336156,S3-322903410,S3-675374467,S3-618126362,S3-514041989,S3-133824400,S2-546407954,S2-566627479,S3-14718400,S2-918349502,S2-8864337,S3-190690091,S2-213208828
S1-960355473	S2-600115417,S2-58406671,S3-636358389,S3-740193994,S2-969898742,S2-849136094,S2-78682340,S2-850559643,S3-719204259,S2-933093889,S2-3332574,S3-292290735,S2-812894315,S2-659715947,S2-344085581
S1-453223583	S2-23933178,S2-217992296,S2-44909703,S3-749500960,S3-514375847,S3-169505996,S2-50131368,S3-350551067,S2-199235212,S2-331339262,S2-205034666,S2-290727820,S3-92002948,S3-362352614,S3-258774916
S1-571115458	S2-873164808,S3-761438523,S2-956957661,S2-784451498,S2-873624335,S3-152249261,S2-74354917,S2-806329868,S2-6467307,S2-727477424,S3-114069873,S3-681105613,S2-609334836,S3-658103145,S3-725973886
S1-143265439	S2-364169649,S2-674565629,S2-146656765,S2-564502430,S2-613033114,S3-705615961,S2-524362280,S3-683806905,S3-346126677,S3-807128395,S3-355792538,S3-997732969,S3-899583090,S2-893692125,S3-720605374
S1-220020462	S2-339884517,S2-198315960,S2-332541981,S2-26126776,S2-399971243,S2-869901829,S3-548530757,S3-473202434,S2-884135049,S2-373678906,S2-890463640,S2-156874802,S3-223618091,S3-617511857,S2-879041312
S1-803676246	S2-298914373,S2-729028339,S3-750038513,S2-766550527,S2-584056960,S2-436840512,S3-55088333,S3-739932065,S3-134087016,S2-434711089,S3-928338530,S2-549891408,S3-547623946,S3-576289932,S3-815150864
S1-510772858	S2-151741535,S3-588120445,S3-821600113,S2-288876615,S3-996431609,S2-331339262,S2-777730349,S2-567317756,S3-717582665,S3-465175532,S2-882459657,S2-839747669,S2-688247667,S2-449617627,S2-789511558
S1-549011344	S2-747793486,S3-943711249,S3-40456001,S2-569534268,S2-32352205,S3-146537302,S3-771692836,S2-253799125,S3-577510868,S2-937509955,S3-32363117,S3-78231225,S3-742777523,S3-232385827,S2-849686830
S1-350245409	S3-164333444,S2-939739824,S2-505326493,S3-755273372,S3-591228693,S2-981104251,S2-843071321,S2-282390486,S2-727779637,S2-498215317,S3-914734518,S3-9819970,S2-147367965,S2-447396827,S3-732332610
S1-373457471	S2-290727820,S3-878422261,S3-236482920,S3-412314863,S3-645319587,S2-500449742,S3-297361998,S2-194744595,S3-141501638,S3-84322725,S2-348280942,S3-514521875,S3-95055786,S2-678788003,S3-90337639
S1-554902174	S3-194038047,S2-597243519,S2-337462823,S2-537803499,S2-659685525,S3-752834029,S3-224424752,S3-910231447,S2-195373941,S3-283197385,S2-683872853,S3-283782555,S2-34692136,S3-109335189,S3-920820691
S1-966940882	S2-526412482,S2-614982030,S2-600115417,S2-58406671,S2-71510174,S2-659715947,S2-426839110,S2-969898742,S2-812894315,S2-78682340,S2-849136094,S3-477655292,S2-3332574,S2-555593257,S2-345516678
S1-241670741	S3-372230683,S2-661030345,S2-450093756,S2-683312986,S2-549794568,S2-526057016,S2-916871057,S3-699180912,S3-536959514,S2-356220463,S3-190075117,S3-912374499,S2-512947690,S3-483474606,S2-645865683
S1-758075760	S3-251246886,S2-70247599,S3-329269099,S3-27933425,S3-580654791,S3-8782083,S2-660619106,S2-256459754,S3-870725109,S3-579902553,S2-956102275,S2-539943184,S2-471713609,S2-166376419,S3-907745288
S1-773320212	S3-208514494,S3-785048423,S2-426824642,S2-628783277,S2-57790674,S2-255666022,S2-896696403,S2-704449115,S2-99879738,S3-16906411,S2-435778329,S3-363963987,S3-155827261,S2-508328321,S3-197632455
S1-881005414	S3-609849121,S3-926572062,S2-820761727,S2-818555762,S2-976576895,S3-903713633,S2-232105388,S3-750373438,S2-120350789,S2-350377103,S3-11582109,S2-580420578,S3-386624368,S3-742338332,S3-801230253
S1-100302483	S2-194744595,S2-290727820,S3-878422261,S2-796310966,S2-500449742,S3-236482920,S2-849436272,S3-297361998,S3-412314863,S2-642445801,S3-141501638,S3-592073516,S3-514521875,S2-348280942,S3-645319587
S1-692096873	S2-186614082,S2-375456364,S3-727348639,S2-617467150,S3-214272204,S2-31854557,S3-345344036,S2-110239007,S2-633236997,S2-765062079,S3-804270500,S3-277448067,S3-779614395,S2-426046760,S3-131030360
S1-919267939	S2-707195845,S3-169505996,S2-166376419,S2-742941063,S3-931705895,S3-582330856,S3-276376723,S3-775058013,S3-282386312,S2-721134375,S3-302591797,S3-554168475,S2-921202375,S2-155636061,S3-580654791
S1-524979710	S2-237499913,S3-27621041,S2-613204180,S2-445109396,S2-381747268,S3-474367635,S2-370818838,S3-914007875,S2-94068349,S3-602432033,S2-735517191,S2-421518911,S3-547515553,S2-281557469,S2-595913199
S1-886802071	S3-656689436,S3-930945712,S2-884963749,S3-773616613,S3-942976164,S3-849504316,S3-805478695,S3-212534587,S2-75989170,S3-702900332,S2-970843942,S3-996117702,S2-290655819,S2-236789268,S2-535260713
S1-95264755	S2-391727890,S3-132530964,S3-473471825,S3-859532064,S3-364422861,S2-484559177,S2-389773262,S2-994301220,S2-915284307,S2-991944026,S2-118228907,S3-195054513,S3-148101035,S2-606547068,S3-464309790
S1-558011533	S2-844267085,S2-182677596,S2-399052000,S2-927844008,S2-549110351,S2-865353440,S2-315918323,S2-651190084,S2-372789171,S2-675355826,S2-91404065,S2-466263961,S3-360939915,S2-321133590,S2-126113089
S1-874413333	S2-662221399,S3-976237098,S2-833900025,S3-738431506,S2-754789254,S2-330980029,S2-646593051,S2-287872643,S2-196088758,S2-507988,S2-294062437,S2-855836919,S2-256286125,S2-675296997,S2-585698283
S1-671129885	S3-494694498,S2-793548079,S3-179186175,S2-526057016,S3-702156437,S3-15409362,S3-687185286,S3-847369810,S3-439448924,S3-107644605,S3-575267165,S3-267727561,S3-127987100,S3-164090217,S3-572103948
S1-803808238	S3-396610147,S3-572842258,S3-837252718,S3-710849249,S2-860399725,S2-585890462,S3-804617538,S3-491718712,S3-818650523,S3-818317330,S3-411821897,S2-894313135,S3-506858538,S2-335860,S2-474914898
S1-620608935	S3-809020085,S2-473305544,S2-868444077,S3-75273406,S2-1240778,S2-919385476,S2-876721131,S3-981197869,S2-79905632,S2-298761341,S3-18936246,S2-802130222,S2-742860190,S2-748268413,S2-731588087
S1-951609532	S3-601955275,S2-60332086,S2-791212666,S2-353977780,S2-812894315,S2-804304429,S2-836444455,S3-921926971,S3-21519015,S2-697665921,S3-863036893,S2-946955701,S2-294305745,S2-311326755,S2-842907040
S1-568217118	S3-556236572,S2-860399725,S3-114276926,S3-180927302,S2-646192031,S3-155250910,S2-918349502,S2-429661233,S3-215630143,S2-706770555,S2-945865905,S3-222675812,S3-471847899,S2-326946504,S2-564829794
S1-946744214	S2-220626529,S2-231158333,S3-169505996,S2-166376419,S2-784569977,S2-64510343,S2-314146870,S2-988075850,S2-746958256,S3-895371174,S3-87159697,S3-302591797,S2-757169960,S2-975285928,S2-742941063
S1-596007326	S2-710175093,S2-428899461,S2-140180889,S3-482770568,S2-126506454,S3-593594840,S2-690767550,S2-698245094,S2-672381387,S3-492160910,S2-221008320,S2-225823147,S2-398460096,S3-269732947,S2-158606915
S1-104226194	S2-680198089,S2-165863386,S3-830387454,S2-721134375,S3-648102632,S3-374817741,S2-424537185,S2-547097573,S3-110630740,S3-756882834,S3-95314190,S3-416414284,S3-445364782,S3-83653959,S3-599509819
S1-987152524	S2-438299704,S3-448277175,S2-162849450,S2-576739598,S2-210601194,S2-696885509,S2-315291297,S3-606682330,S2-180641337,S3-582628933,S2-759979128,S2-841152676,S2-428985968,S2-42284542,S2-622300061
S1-589253257	S3-763478361,S2-232323896,S2-397718123,S3-794755264,S3-548236289,S2-22328438,S2-736787326,S3-230314480,S3-645246519,S3-26161361,S3-870099043,S2-446402466,S2-734973716,S3-155771233,S2-291868119
S1-445455950	S2-252697289,S3-418483324,S3-563404100,S2-376939341,S2-129637001,S3-170636886,S3-778066403,S3-743366290,S3-164289844,S3-188408431,S3-34737707,S3-937027718,S2-863652256,S2-741298163,S3-999051777
S1-198728897	S2-117080450,S2-871636446,S3-950636309,S2-352575092,S2-17860697,S2-911982345,S2-848582954,S3-213286015,S2-598177562,S2-143614907,S3-590313890,S2-276431458,S2-63801241,S2-26670373,S3-586761360
S1-279971988	S2-74154365,S3-336415633,S2-496777850,S2-317647861,S2-403364722,S3-570397691,S3-671162755,S3-224828597,S2-564433190,S2-438753836,S2-769716297,S3-20830671,S3-113462535,S3-814165616,S3-309601238
S1-479239049	S2-925928705,S2-964142099,S3-148990151,S2-995199364,S2-816119025,S3-287654792,S2-287941364,S3-534900373,S3-921900597,S3-44459156,S2-786753976,S3-327069809,S2-775099408,S2-498620696,S2-321785710
S1-108314429	S3-586800406,S2-637304807,S3-710516125,S2-105521173,S2-120609271,S2-158606915,S2-971491700,S3-900496296,S3-777683126,S3-389702404,S2-937072190,S2-44909703,S3-961439670,S3-596591078,S3-545676131
S1-700882543	S2-82665539,S3-521940964,S2-784849034,S2-371168439,S2-636826764,S2-122570602,S2-563158163,S3-664577720,S3-340102728,S3-121712118,S2-859269096,S2-894693263,S3-594039593,S3-350942526,S3-115397796
S1-805440050	S2-253120022,S2-831437465,S3-239795702,S2-754237423,S2-374521955,S2-610308265,S3-423123488,S2-241726445,S3-325714013,S3-738312673,S2-626445420,S3-342999845,S2-848582954,S2-66640013,S2-983318792
S1-710147242	S2-114171211,S3-391790658,S2-969898742,S2-739448663,S3-960981775,S2-733673243,S3-534662788,S2-600115417,S2-787337411,S2-102309877,S2-370665662,S2-954942261,S2-58406671,S2-868574975,S2-353393611
S1-465082733	S2-290727820,S2-194744595,S3-878422261,S3-276376723,S3-859268022,S3-236482920,S2-500449742,S3-678683280,S2-796310966,S3-952995781,S3-957950100,S3-412314863,S2-816989315,S2-90112897,S3-478057775
S1-402994011	S2-210601194,S2-287275758,S3-924976959,S3-758582078,S2-472544795,S2-447785689,S2-35756508,S2-159064454,S3-423594332,S2-623817123,S3-309754919,S3-269845253,S2-537831921,S2-630688873,S2-679333576
S1-236963798	S2-120391369,S2-757487043,S2-449392076,S2-450445631,S3-840014001,S3-876418811,S2-327008381,S3-290226494,S2-496765251,S3-347799178,S2-158828409,S3-807110325,S2-978253391,S2-767109874,S3-591751798
S1-680585243	S2-370818838,S2-243092207,S2-595913199,S2-281557469,S2-204440999,S2-569625167,S2-602695064,S2-985114164,S2-592124942,S2-895860200,S3-164090217,S3-399440840,S2-224586426,S2-171593739,S3-989788512
S1-392245358	S2-263273654,S2-418380949,S2-925511054,S2-822346901,S2-254788701,S2-461563520,S2-630651352,S2-703267220,S3-616761805,S2-675296997,S2-228779604,S3-99532463,S3-234114420,S2-918655668,S2-438753836
S1-521730978	S2-126113089,S3-987704104,S3-8782083,S3-27933425,S2-549110351,S2-182677596,S2-321133590,S3-25972888,S3-28847280,S3-201933927,S2-369458829,S2-259904588,S2-500854867,S2-315918323,S2-199235212
S1-103952189	S2-867034949,S3-1635471,S2-400132919,S3-725162469,S3-405814914,S3-155250910,S2-132147493,S3-871159461,S3-332753509,S3-296432387,S2-469595862,S2-498477128,S2-701906667,S3-26693728,S3-90100170
S1-691021205	S3-193781924,S3-156413929,S3-5597383,S3-758098189,S3-868639760,S3-102361937,S2-855836919,S2-637040711,S2-841418687,S3-280284219,S2-41986027,S2-39617527,S2-672321572,S2-9416718,S2-248782105
S1-532630246	S2-975023541,S2-34449822,S2-849136094,S3-867745530,S3-532691427,S3-959034257,S3-660945611,S3-574114935,S3-666289885,S2-358052714,S3-539654779,S2-996428837,S2-298322141,S3-909549913,S3-702183940
S1-63162461	S3-760969728,S2-970203166,S2-985114164,S3-837215006,S3-249547509,S2-857545705,S3-497267195,S2-15919698,S3-210262996,S3-555900685,S3-368351700,S3-742318382,S3-982385562,S2-386366146,S3-80402564
S1-367965660	S2-607870664,S2-85078632,S2-150814682,S2-428779057,S3-267225102,S2-73156996,S3-641239728,S3-334285350,S3-656744829,S3-461263702,S3-332427150,S3-482544415,S3-342847015,S2-782006562,S3-458988960
S1-731133418	S2-990972332,S3-203846271,S3-396182476,S2-597331429,S2-586389069,S2-505244705,S3-340102728,S3-314635677,S3-191118851,S3-352971958,S3-114672,S3-742777523,S2-449578781,S2-845577049,S2-140550490
S1-885630742	S3-913436639,S2-327738915,S2-48939070,S2-331692143,S3-709520333,S3-366255112,S3-98400904,S3-65160290,S3-411429,S2-996569294,S2-658994017,S2-803740918,S2-454761179,S2-391112651,S2-85642806
S1-807555566	S3-254490394,S2-49461175,S2-763453108,S3-250930431,S2-97346546,S3-618126362,S2-465837411,S2-988228866,S2-314356998,S2-546407954,S2-381785440,S3-514041989,S2-222024725,S3-512394838,S3-596615486
S1-401836525	S2-845577049,S2-364169649,S2-505244705,S2-564502430,S2-497025062,S3-340102728,S3-191118851,S3-888161437,S3-114672,S3-742777523,S3-352971958,S3-683806905,S2-674565629,S2-146656765,S2-943222249
S1-796024407	S3-399440840,S2-751058119,S3-513428797,S3-636533366,S2-862433822,S2-566627479,S3-989394523,S3-267727561,S2-310069047,S2-717160791,S3-853384935,S2-349365849,S2-777625208,S3-223378799,S2-870854431
S1-149887453	S2-937887502,S2-902193564,S2-859393404,S2-945813340,S2-137335733,S2-970217516,S3-140795454,S2-187593824,S2-200200363,S3-866217192,S3-859268022,S2-977609843,S2-831625227,S2-382973609,S2-685923101
S1-823731657	S2-813569572,S2-807525733,S3-845211629,S2-923595204,S2-46771753,S2-613431408,S3-725973886,S2-988824861,S2-467121958,S3-499111004,S2-674991742,S3-130033452,S2-622773844,S2-103372442,S2-867614780
